Test,Client,Metric,Phase,Value
MaxTx,Geth - Lighthouse,Min Spam Confirmed,Phase 2,818.00
MaxTx,Mainnet - Lighthouse,Min Spam Confirmed,Phase 2,117.00
MaxTx,Nethermind - Lighthouse,Min Spam Confirmed,Phase 2,197.00
MaxTx,Besu - Lighthouse,Min Spam Pending,Phase 1,0.0000
MaxTx,Equalweight - Lighthouse,Min Spam Pending,Phase 1,0.0000
MaxTx,Geth - Lighthouse,Min Spam Pending,Phase 1,0.0000
MaxTx,Mainnet - Lighthouse,Min Spam Pending,Phase 1,0.0000
MaxTx,Nethermind - Lighthouse,Min Spam Pending,Phase 1,0.0000
MaxTx,Besu - Lighthouse,Min Spam Pending,Phase 2,1623.00
MaxTx,Equalweight - Lighthouse,Min Spam Pending,Phase 2,1039.00
MaxTx,Geth - Lighthouse,Min Spam Pending,Phase 2,0.0000
MaxTx,Mainnet - Lighthouse,Min Spam Pending,Phase 2,227.00
MaxTx,Nethermind - Lighthouse,Min Spam Pending,Phase 2,3016.00
MaxTx,Besu - Lighthouse,Min Spam Submitted,Phase 1,0.0000
MaxTx,Equalweight - Lighthouse,Min Spam Submitted,Phase 1,0.0000
MaxTx,Geth - Lighthouse,Min Spam Submitted,Phase 1,0.0000
MaxTx,Mainnet - Lighthouse,Min Spam Submitted,Phase 1,0.0000
MaxTx,Nethermind - Lighthouse,Min Spam Submitted,Phase 1,0.0000
MaxTx,Besu - Lighthouse,Min Spam Submitted,Phase 2,1569.00
MaxTx,Equalweight - Lighthouse,Min Spam Submitted,Phase 2,0.0000
MaxTx,Geth - Lighthouse,Min Spam Submitted,Phase 2,0.0000
MaxTx,Mainnet - Lighthouse,Min Spam Submitted,Phase 2,0.0000
MaxTx,Nethermind - Lighthouse,Min Spam Submitted,Phase 2,157.00
MaxTx,Besu - Lighthouse,TPS,Phase 1,11.95
MaxTx,Equalweight - Lighthouse,TPS,Phase 1,16.77
MaxTx,Geth - Lighthouse,TPS,Phase 1,16.79
MaxTx,Mainnet - Lighthouse,TPS,Phase 1,15.91
MaxTx,Nethermind - Lighthouse,TPS,Phase 1,15.43
MaxTx,Besu - Lighthouse,TPS,Phase 2,176.85
MaxTx,Equalweight - Lighthouse,TPS,Phase 2,130.11
MaxTx,Geth - Lighthouse,TPS,Phase 2,173.03
MaxTx,Mainnet - Lighthouse,TPS,Phase 2,136.88
MaxTx,Nethermind - Lighthouse,TPS,Phase 2,65.16
MaxTx,Besu - Lighthouse,TX Count,Phase 1,4305.00
MaxTx,Equalweight - Lighthouse,TX Count,Phase 1,6038.00
MaxTx,Geth - Lighthouse,TX Count,Phase 1,6047.00
MaxTx,Mainnet - Lighthouse,TX Count,Phase 1,5730.00
MaxTx,Nethermind - Lighthouse,TX Count,Phase 1,5558.00
MaxTx,Besu - Lighthouse,TX Count,Phase 2,67913.00
MaxTx,Equalweight - Lighthouse,TX Count,Phase 2,49966.00
MaxTx,Geth - Lighthouse,TX Count,Phase 2,66445.00
MaxTx,Mainnet - Lighthouse,TX Count,Phase 2,52565.00
MaxTx,Nethermind - Lighthouse,TX Count,Phase 2,25022.00
MaxTx,Besu - Lighthouse,Total Gas Used,Phase 1,191675288.00
MaxTx,Equalweight - Lighthouse,Total Gas Used,Phase 1,225698416.00
MaxTx,Geth - Lighthouse,Total Gas Used,Phase 1,225243476.00
MaxTx,Mainnet - Lighthouse,Total Gas Used,Phase 1,214788667.00
MaxTx,Nethermind - Lighthouse,Total Gas Used,Phase 1,211484356.00
MaxTx,Besu - Lighthouse,Total Gas Used,Phase 2,1484827621.00
MaxTx,Equalweight - Lighthouse,Total Gas Used,Phase 2,1112064772.00
MaxTx,Geth - Lighthouse,Total Gas Used,Phase 2,1458242970.00
MaxTx,Mainnet - Lighthouse,Total Gas Used,Phase 2,1167556061.00
MaxTx,Nethermind - Lighthouse,Total Gas Used,Phase 2,591176020.00
MaxTx,Besu - Lighthouse,Total Spam Submitted,Phase 1,4318.00
MaxTx,Equalweight - Lighthouse,Total Spam Submitted,Phase 1,8205.00
MaxTx,Geth - Lighthouse,Total Spam Submitted,Phase 1,8200.00
MaxTx,Mainnet - Lighthouse,Total Spam Submitted,Phase 1,7869.00
MaxTx,Nethermind - Lighthouse,Total Spam Submitted,Phase 1,7709.00
MaxTx,Besu - Lighthouse,Total Spam Submitted,Phase 2,69985.00
MaxTx,Equalweight - Lighthouse,Total Spam Submitted,Phase 2,48818.00
MaxTx,Geth - Lighthouse,Total Spam Submitted,Phase 2,64264.00
MaxTx,Mainnet - Lighthouse,Total Spam Submitted,Phase 2,50633.00
MaxTx,Nethermind - Lighthouse,Total Spam Submitted,Phase 2,25927.00
MaxTx,Besu - Lighthouse,Total Spam Submitted (1-64),1-64,74303.00
MaxTx,Equalweight - Lighthouse,Total Spam Submitted (1-64),1-64,57023.00
MaxTx,Geth - Lighthouse,Total Spam Submitted (1-64),1-64,72464.00
MaxTx,Mainnet - Lighthouse,Total Spam Submitted (1-64),1-64,58502.00
MaxTx,Nethermind - Lighthouse,Total Spam Submitted (1-64),1-64,33636.00
MaxTx,Besu - Lighthouse,Total TX Count (1-64),1-64,72218.00
MaxTx,Equalweight - Lighthouse,Total TX Count (1-64),1-64,56004.00
MaxTx,Geth - Lighthouse,Total TX Count (1-64),1-64,72492.00
MaxTx,Mainnet - Lighthouse,Total TX Count (1-64),1-64,58295.00
MaxTx,Nethermind - Lighthouse,Total TX Count (1-64),1-64,30580.00
